route,capital,state_definition,state,board,signals,signal_dates,state_episodes,legal_fill_rate,matured,equal_date_return,equal_event_return,standardized_pnl,win_rate,profit_factor,tail_p05,mfe,mae,mean_held,actual_orders,actual_fills,cash_pnl_contribution,actual_cash_rejections,state_rejected_by_simple_gate
D05,C_10,S1,LOW_IMPROVING,STAR,58,43,23,0.4827586206896552,28,0.011498580902664687,-0.002985786535600427,-9073.292805999983,0.4642857142857143,0.9173124629747418,-0.13820058889443435,0.09024386877343711,-0.07917371180704906,10.0,58,9,-44821.69126159992,0,0
D05,C_10,S1,LOW_NONIMPROVING,CHINEXT,324,148,40,0.5802469135802469,182,-0.010603382344763644,-0.004425364149368365,-77941.19597200016,0.41208791208791207,0.903658785103007,-0.17121692887383536,0.10224150819843136,-0.08124607354931328,10.0,324,45,48026.141522000136,0,324
D05,C_10,S1,LOW_NONIMPROVING,MAIN,838,253,54,0.5525059665871122,444,-0.0005097004271824052,-0.0013536552408416646,-62041.25083000044,0.47072072072072074,0.9622251739945866,-0.16093914293292283,0.08106909412432353,-0.06863699881013235,10.02027027027027,838,172,-8915.439350000117,0,838
D05,C_10,S1,LOW_NONIMPROVING,STAR,53,41,23,0.5849056603773585,29,0.009922967435268167,0.020723382754105932,64588.62920800001,0.41379310344827586,1.6933101703516693,-0.12883639306952333,0.09810777363882323,-0.06395377546191937,10.0,53,9,-20559.523060499985,0,53
D06,C_10,S0,BEAR,CHINEXT,2225,183,14,0.7460674157303371,1660,-0.015407079260252738,0.004255581566739813,607234.5799379991,0.5578313253012048,1.1508299065206424,-0.11969042106580172,0.07019852358367343,-0.05712992367258514,10.0,2225,60,-101109.64342200015,0,0
D06,C_10,S0,BEAR,MAIN,5954,202,14,0.6803829358414512,4039,-0.007143798355286572,0.008214222802993817,2890726.598332598,0.5337954939341422,1.3116178652299895,-0.11113564070929113,0.0697890585356465,-0.051496685069867376,10.00297103243377,5954,116,-11246.782649999972,1,0
D06,C_10,S0,BEAR,STAR,497,96,8,0.6599597585513078,322,0.01712608134733031,0.03345484876929185,882125.3751723,0.6459627329192547,2.603323996123213,-0.09999952028444349,0.10158682074166962,-0.05420861837356406,10.0,497,7,-31392.014332699997,0,0
D06,C_10,S0,BULL,CHINEXT,2708,361,20,0.672821270310192,1822,-0.00011922200484722327,0.018332069525124887,2845978.080273999,0.5845225027442371,1.6449670711850044,-0.12206282093311654,0.089047138831999,-0.052790385914411986,10.000548847420417,2708,86,-12909.101594000029,0,0
D06,C_10,S0,BULL,MAIN,8461,420,21,0.6337312374423827,5358,-0.004342500926377592,0.010222956997742057,4451506.801475198,0.5349010824934677,1.3828490981710826,-0.10562396969888921,0.06851960081753913,-0.04635911101205536,10.013624486748787,8461,268,-152056.6974020001,1,0
D06,C_10,S0,BULL,STAR,464,153,11,0.6357758620689655,294,-0.0033023127389596356,0.02106273654570203,352365.5866596997,0.5748299319727891,1.4459671612818181,-0.1350716704021996,0.08991774315177166,-0.05386975956618317,10.0,464,18,-38403.073623,1,0
D06,C_10,S0,TRANSITION,CHINEXT,2593,251,32,0.720786733513305,1864,0.0041009367224315516,0.0029270320518250954,382726.4177295989,0.5,1.0812653786645305,-0.11323079980887044,0.06939937746039138,-0.05731483009553653,10.0,2593,74,-169833.46362999998,0,0
D06,C_10,S0,TRANSITION,MAIN,8005,290,35,0.6845721424109932,5464,0.002580032974886646,0.003292195483763378,1460634.2698819996,0.4961566617862372,1.1219568279536862,-0.10300047894585929,0.06080812565878869,-0.04731864743875526,10.00603953147877,8005,179,-11427.001884000056,0,0
D06,C_10,S0,TRANSITION,STAR,362,111,24,0.6160220994475138,220,-0.0031455707221995873,-0.0016860279576794098,-36608.539285399966,0.39545454545454545,0.947847875172841,-0.13048836869042066,0.06868938858106192,-0.06322096890856739,10.0,362,13,36338.93867379997,1,0
D06,C_10,S0_CURRENT,BEAR,CHINEXT,1867,181,14,0.724692019282271,1353,-0.013822668275019576,0.004898148515280491,556400.9875209993,0.5646711012564671,1.1616224316942316,-0.12596152351744602,0.0718416014959375,-0.05875772924181812,10.0,1867,60,-60251.45864200018,0,0
D06,C_10,S0_CURRENT,BEAR,MAIN,5332,201,14,0.6639159789947486,3530,-0.007429541469236994,0.008295661958586375,2534865.0921875983,0.5320113314447592,1.2955832600107242,-0.11842161081711637,0.07115486827883298,-0.05293029726123697,10.003116147308782,5332,117,-8537.792454000039,1,0
D06,C_10,S0_CURRENT,BEAR,STAR,411,91,7,0.6934306569343066,281,0.02015749007434639,0.0348897219659715,802115.3128383,0.6441281138790036,2.521288146646599,-0.10760285312303661,0.09911835030622879,-0.05720246250107342,10.0,411,7,-8809.268680400004,0,0
D06,C_10,S0_CURRENT,BULL,CHINEXT,2838,367,22,0.6740662438336857,1913,0.000761441090478459,0.0189097798483547,3076432.0732899997,0.5912179822268688,1.6667619841940196,-0.12209420050610045,0.08934256585516812,-0.052394840331322495,10.000522739153162,2838,83,-10042.62882400005,0,0
D06,C_10,S0_CURRENT,BULL,MAIN,8731,424,22,0.6355514832207079,5544,-0.003746137299749014,0.010264205738700159,4590356.753195198,0.5351731601731602,1.3738277829294863,-0.10631605535783036,0.06832377140344294,-0.04674027644274699,10.01046176046176,8731,274,-138465.09518200014,1,0
D06,C_10,S0_CURRENT,BULL,STAR,483,160,15,0.6356107660455487,306,-0.004113020936922737,0.01891904062955401,312733.5153794998,0.5588235294117647,1.3631256973658186,-0.13850057491111342,0.08863192450482164,-0.05507880513714857,10.0,483,18,-38403.073623,1,0
D06,C_10,S0_CURRENT,TRANSITION,CHINEXT,2821,247,33,0.739099610067352,2080,0.0016781750592878223,0.0014998461678320037,203106.0171305989,0.49423076923076925,1.0398907865184643,-0.10866673953690123,0.06731724056828343,-0.05679041466953374,10.0,2821,77,-213558.12117999993,0,0
D06,C_10,S0_CURRENT,TRANSITION,MAIN,8357,287,35,0.6945075984204858,5787,0.0019133027278995848,0.0034131609278233114,1677645.8243069993,0.49904959391740106,1.1395093044904314,-0.09917091890115914,0.06070467487826234,-0.04647732425684979,10.008467254190426,8357,172,-27727.594299999968,0,0
D06,C_10,S0_CURRENT,TRANSITION,STAR,429,109,24,0.5920745920745921,249,-0.003459967673532228,0.004019041736455343,83033.59432880009,0.4497991967871486,1.1270072545608294,-0.1238000846795456,0.07744904786645139,-0.0573232580476354,10.0,429,13,13756.193021499974,1,0
D06,C_10,S1,HIGH_IMPROVING,CHINEXT,2165,180,46,0.6965357967667436,1508,0.0009512458850008896,0.01737620704577912,2277158.215602,0.5795755968169761,1.7819970801241236,-0.09760471209910944,0.07774430524528307,-0.04563946049671094,10.000663129973475,2165,46,-21504.018430000055,0,0
D06,C_10,S1,HIGH_IMPROVING,MAIN,6347,191,51,0.6473924688829368,4105,-0.0016694648162503423,0.010544232797017368,3799406.2697591996,0.5466504263093788,1.5257023787860844,-0.0879498993581604,0.06270393083399038,-0.040876034374658234,10.011205846528624,6347,120,-71559.74624999992,1,0
D06,C_10,S1,HIGH_IMPROVING,STAR,319,87,28,0.64576802507837,206,-0.0018342648497802546,0.02132384421737635,294645.0938786,0.49029126213592233,1.6120245826938366,-0.12212700677245433,0.08723610869495843,-0.048918963494925055,10.0,319,8,-19083.425479599973,0,0
D06,C_10,S1,HIGH_NONIMPROVING,CHINEXT,804,170,48,0.7027363184079602,565,0.004853454868947233,0.003586437327612184,147254.0509215998,0.4584070796460177,1.0899940790033231,-0.1234448580136621,0.08075138484872571,-0.05997407221823941,10.0,804,35,-34752.82225000002,0,0
D06,C_10,S1,HIGH_NONIMPROVING,MAIN,2839,206,50,0.6537513208876365,1854,-0.00131593372774642,0.01291398584242283,2077717.7572579992,0.5388349514563107,1.4941059398604635,-0.1109176861777855,0.07168063833987263,-0.046754333961242754,10.01024811218986,2839,130,-29560.293596000076,0,0
D06,C_10,S1,HIGH_NONIMPROVING,STAR,117,60,28,0.6324786324786325,74,-0.012786417263996812,-0.020677966326641574,-128924.72526730002,0.33783783783783783,0.5348558085491508,-0.13021178098718755,0.056380886121939665,-0.07054332162901968,10.0,117,9,-12927.045559199985,0,0
D06,C_10,S1,LOW_IMPROVING,CHINEXT,3689,237,43,0.7226890756302521,2664,-0.007566949448509916,0.0075212178025937226,1641757.106367998,0.5668168168168168,1.2539334847521644,-0.11931172773941513,0.07368937299716978,-0.057440612118779655,10.0,3689,65,-121463.55530800001,0,0
D06,C_10,S1,LOW_IMPROVING,MAIN,10292,253,47,0.678682471822775,6968,-5.876874158503773e-05,0.006413625334289413,3629953.0866575968,0.5182261768082663,1.2271050157743735,-0.10889098453775657,0.06736706218785293,-0.05105955193363599,10.007175660160735,10292,142,-60570.907204000105,0,0
D06,C_10,S1,LOW_IMPROVING,STAR,736,143,30,0.6331521739130435,459,0.012423527633984873,0.031071738391005105,1069527.5484250998,0.6557734204793029,2.14510918966335,-0.12308085827015103,0.09691199623442755,-0.05395903483811451,10.0,736,12,7648.185177999963,2,0
D06,C_10,S1,LOW_NONIMPROVING,CHINEXT,868,208,50,0.7050691244239631,609,-0.004477372883258959,-0.0038504067669587225,-230230.29495000036,0.45977011494252873,0.8921432176409742,-0.14164652763518915,0.08039809732855896,-0.06916773696856439,10.0,868,74,-106131.8126580001,0,868
D06,C_10,S1,LOW_NONIMPROVING,MAIN,2942,262,54,0.6604350781781101,1934,-0.007567957793504239,-0.003090145343567622,-704209.4439850004,0.4544984488107549,0.8711321867265537,-0.12242600883799015,0.06285025766538711,-0.05412342464294411,10.001551189245088,2942,171,-13039.534886000023,1,2942
D06,C_10,S1,LOW_NONIMPROVING,STAR,151,70,32,0.6622516556291391,97,-0.0007595045449877446,-0.0054689755115514835,-37365.49448979982,0.38144329896907214,0.8931386011199167,-0.12665713380581556,0.07869080430396795,-0.07357513729313125,10.0,151,9,-9093.863421100032,0,151
D07,C_10,S0,BEAR,CHINEXT,521,142,14,0.6737044145873321,351,-0.015915277076496696,-0.0016448042126837208,-50139.2426210001,0.47863247863247865,0.9541996274792152,-0.14129009965802872,0.08288897038122443,-0.06245059354171547,10.0,521,46,-72426.52239,0,0
D07,C_10,S0,BEAR,MAIN,1630,183,14,0.5932515337423313,962,-0.010927833208515933,-0.006442455556358041,-615026.5212699998,0.4594594594594595,0.8233050829308289,-0.15661774054676153,0.07802455931195933,-0.0680111803806665,10.01975051975052,1630,112,51739.923354000115,1,0
D07,C_10,S0,BEAR,STAR,88,47,8,0.5795454545454546,50,-0.004413403649478705,0.003598299690475617,29466.893206700035,0.46,1.1795277396621324,-0.1550996487780258,0.08310570842575266,-0.07369144921806697,10.0,88,7,22625.32544609999,1,0
D07,C_10,S0,BULL,CHINEXT,1260,296,18,0.6222222222222222,784,-0.007261697535188923,-0.005149752366872506,-455985.5537620001,0.4094387755102041,0.8292998650098046,-0.1375058342506989,0.08065354626357014,-0.06339160868244187,10.001275510204081,1260,86,-155997.56841000007,0,0
D07,C_10,S0,BULL,MAIN,3580,378,19,0.5756983240223463,2060,0.0007944433260812754,0.0016015368486805557,108332.11184999993,0.43592233009708736,1.0194975525690566,-0.11110749175091772,0.07068050524778785,-0.054179353816610556,10.007766990291262,3580,255,-54302.11560000026,0,0
D07,C_10,S0,BULL,STAR,207,109,9,0.6231884057971014,129,-0.026225525460332605,-0.02279817011007572,-292243.70879950025,0.35658914728682173,0.46796332162410265,-0.17254564065304848,0.06260335479941849,-0.07372445820147691,10.0,207,17,-30636.29888240005,0,0
D07,C_10,S0,TRANSITION,CHINEXT,829,197,33,0.6755126658624849,559,-0.010975498008597147,0.011358826964161942,579888.2651389997,0.481216457960644,1.3491643924009995,-0.11580057379819694,0.08706704104137455,-0.06112039576579587,10.0,829,65,-51621.875074000025,0,0
D07,C_10,S0,TRANSITION,MAIN,2572,261,35,0.6271384136858476,1607,-0.004839762518317407,0.0034240274524400373,472689.937584,0.4598630989421282,1.1069341021889423,-0.11286665045687327,0.07213964822682727,-0.054820631981186994,10.012445550715618,2572,174,-144256.59652999995,0,0
D07,C_10,S0,TRANSITION,STAR,154,51,11,0.6688311688311688,102,-0.013935916397550846,0.0033559830211581498,22909.922294799966,0.49019607843137253,1.0863835671704274,-0.11427906955414902,0.0716285538625783,-0.057714264509354476,10.009803921568627,154,6,-13051.6090061,0,0
D07,C_10,S0_CURRENT,BEAR,CHINEXT,436,137,14,0.6674311926605505,291,-0.01458586515892489,0.0021664615336615435,62988.802107999916,0.49828178694158076,1.072902756500568,-0.14836154576035318,0.08600833601729317,-0.06132442097314352,10.0,436,47,-73179.699734,0,0
D07,C_10,S0_CURRENT,BEAR,MAIN,1459,182,14,0.5962988348183688,865,-0.009479747446292226,-0.00855547404222754,-727859.2639259998,0.45895953757225433,0.7772103678934813,-0.16614748811128566,0.07764250715865981,-0.06985865043897085,10.021965317919076,1459,119,63501.32907400014,1,0
D07,C_10,S0_CURRENT,BEAR,STAR,72,43,8,0.5833333333333334,42,0.004073923993943765,0.01347301218392771,59264.426616299985,0.5238095238095238,1.4471090884117046,-0.16477890351520896,0.09307713791263912,-0.07275210844863757,10.0,72,7,22625.32544609999,1,0
D07,C_10,S0_CURRENT,BULL,CHINEXT,1306,299,20,0.6232771822358346,814,-0.006940229305670836,-0.005157798074843851,-480392.70891000016,0.4090909090909091,0.826493189957504,-0.13659345872427656,0.07972215198590842,-0.06309359088938321,10.001228501228502,1306,92,-134837.7321900001,0,0
D07,C_10,S0_CURRENT,BULL,MAIN,3665,380,21,0.5781718963165074,2118,-0.0009557509431265919,0.0011574462170555768,19671.83649399993,0.4343720491029273,1.0033930771076085,-0.11123619596252277,0.07007721132195482,-0.05427303557161989,10.007554296506138,3665,264,-50603.84892000024,0,0
D07,C_10,S0_CURRENT,BULL,STAR,211,110,9,0.6255924170616114,132,-0.02656876436736151,-0.023149037630199112,-303126.4133872002,0.3560606060606061,0.4650314409373299,-0.17191345455820214,0.06215026285989242,-0.07285269578582901,10.0,211,17,-30636.29888240005,0,0
D07,C_10,S0_CURRENT,TRANSITION,CHINEXT,868,199,32,0.6797235023041475,589,-0.01270245978897917,0.00900315698695056,491167.3755579996,0.47538200339558573,1.2737752991645241,-0.11630389608913365,0.08671413806284448,-0.06210847416997243,10.0,868,58,-72028.53395000001,0,0
D07,C_10,S0_CURRENT,TRANSITION,MAIN,2658,260,33,0.6215199398043642,1646,-0.0034081817277484606,0.0045886693426122485,674182.9555960004,0.4629404617253949,1.153480224968411,-0.10910128474358875,0.07351493274417875,-0.05452913609464501,10.012150668286756,2658,158,-159716.26893000002,0,0
D07,C_10,S0_CURRENT,TRANSITION,STAR,166,54,14,0.6566265060240963,107,-0.01880134396623207,0.0006641847097519943,3995.0934728999855,0.4672897196261682,1.0142955260426663,-0.11571664435897588,0.06938463733232675,-0.05990409486239086,10.009345794392523,166,6,-13051.6090061,0,0
D07,C_10,S1,HIGH_IMPROVING,CHINEXT,633,145,47,0.6003159557661928,380,-0.002087241483218243,-0.009624828905838658,-379023.47034,0.3973684210526316,0.7249613773078682,-0.14012407169655333,0.077059473944639,-0.06431925033445629,10.00263157894737,633,38,-37386.78974999997,0,0
D07,C_10,S1,HIGH_IMPROVING,MAIN,1745,173,51,0.6022922636103152,1051,-0.011488502047430437,-0.003242881809566789,-365571.7113119999,0.42150333016175073,0.8818776737403438,-0.11817743387484692,0.0707634444009362,-0.05581368563095299,10.016175071360609,1745,122,-236580.0338000001,0,0
D07,C_10,S1,HIGH_IMPROVING,STAR,131,54,25,0.6412213740458015,84,-0.02516867587175816,-0.023182971658538627,-202700.71120440023,0.34523809523809523,0.4319288630827417,-0.16253427484991498,0.06103290719271923,-0.07464378643731062,10.0,131,8,487.3458956999675,0,0
D07,C_10,S1,HIGH_NONIMPROVING,CHINEXT,934,155,43,0.6927194860813705,647,-0.005188558978037822,0.013781059532253627,795425.0718159997,0.46986089644513135,1.491157110639214,-0.10333974434043372,0.08443180111561407,-0.05335016987471288,10.0,934,44,-69991.19256000005,0,0
D07,C_10,S1,HIGH_NONIMPROVING,MAIN,2713,189,49,0.6089200147438261,1651,0.0073195620522457745,0.01223605192530961,1804368.4136120002,0.4887946698970321,1.5127400408558893,-0.09540075280258811,0.07278069993551302,-0.04698738969492228,10.007268322228953,2713,127,35640.83800999981,0,0
D07,C_10,S1,HIGH_NONIMPROVING,STAR,173,63,24,0.6647398843930635,114,-0.02709051683323697,-0.0015446796273147236,-19418.667003600054,0.4473684210526316,0.9366705113595288,-0.10555254061252357,0.06369014081016201,-0.057743861761834,10.008771929824562,173,7,-13569.12921440001,0,0
D07,C_10,S1,LOW_IMPROVING,CHINEXT,460,151,40,0.6652173913043479,306,-0.025555864721400277,-0.008335124114186354,-251820.78560700017,0.46078431372549017,0.7796188814174629,-0.15973472645293052,0.08182961110579642,-0.07211040763018745,10.0,460,56,-104396.87825400001,0,0
D07,C_10,S1,LOW_IMPROVING,MAIN,1507,209,44,0.5945587259455872,890,-0.0072627958427770815,-0.010553272345728624,-988040.185188,0.4314606741573034,0.7165370159929797,-0.1546771131973079,0.0723453572188022,-0.06968165008763684,10.012359550561797,1507,139,5431.014574000052,1,0
D07,C_10,S1,LOW_IMPROVING,STAR,66,40,21,0.5757575757575758,37,-0.0105165140292992,-0.005960992943702122,-15697.451208999926,0.5405405405405406,0.8961805832336334,-0.17255371589118054,0.08647216291133156,-0.07355633123833794,10.0,66,6,-1523.4858939999904,0,0
D07,C_10,S1,LOW_NONIMPROVING,CHINEXT,583,184,46,0.6209262435677531,361,-0.00877598742933855,-0.0026967047521381936,-90817.34711300037,0.4487534626038781,0.9294109029668938,-0.14058573873607044,0.08877298725052163,-0.0685895318625664,10.0,583,59,-68271.10531000006,0,583
D07,C_10,S1,LOW_NONIMPROVING,MAIN,1817,251,51,0.57347275729224,1037,-0.0034249363937252347,-0.004625944821597247,-484760.9889480001,0.42912246865959497,0.8556299884495834,-0.12680200875491157,0.07489797298496564,-0.06449368121479397,10.014464802314368,1817,153,48689.3924400001,0,1817
D07,C_10,S1,LOW_NONIMPROVING,STAR,79,50,22,0.5822784810126582,46,-0.005233998220773569,-0.0016243229515163948,-2050.063881000009,0.41304347826086957,0.987498704271058,-0.11584326947109398,0.08587653043759681,-0.07624826068361643,10.0,79,9,-6457.313229700027,1,79
D08,C_10,S0,BEAR,CHINEXT,12,11,6,0.6666666666666666,8,-0.029471760651988324,-0.029471760651988324,-23095.76856000001,0.25,0.264164463158956,-0.1389173031678497,0.06952956111472877,-0.08522518423786388,10.0,12,7,-26126.45260000002,0,0
D08,C_10,S0,BEAR,MAIN,39,30,7,0.3076923076923077,12,-0.009232893969113724,-0.009068801120345716,-11025.642470000035,0.3333333333333333,0.638877758683659,-0.07052527088575698,0.05147346052115631,-0.05190579795802064,10.0,39,12,-11744.561630000055,1,0
D08,C_10,S0,BEAR,STAR,3,3,2,1.0,3,-0.045662171828145685,-0.045662171828145685,-13469.966920399995,0.0,0.0,-0.08137533945868596,0.025749643181010178,-0.06905339577270493,10.0,3,3,-16675.93680959998,0,0
D08,C_10,S0,BULL,CHINEXT,329,156,11,0.5714285714285714,188,0.005092283087752386,0.0010239907432690503,1661.2177203999236,0.46808510638297873,1.0028091797479861,-0.13003956720779122,0.08205665677278956,-0.06496907550204471,10.0,329,73,-23800.696330000057,0,0
D08,C_10,S0,BULL,MAIN,707,240,15,0.5714285714285714,404,0.009667952150357834,0.0077733050477296626,305693.1833240001,0.48267326732673266,1.3031733543091353,-0.1071047253361403,0.08071804784115054,-0.0537127805064752,10.002475247524753,707,168,312608.0973499999,0,0
D08,C_10,S0,BULL,STAR,53,36,5,0.5660377358490566,30,0.023294254178347386,0.029225297230654312,59793.03606879995,0.4666666666666667,1.8734035706091634,-0.10294902679074018,0.0994076540521304,-0.06142778937221212,10.0,53,7,-4298.8992789000295,0,0
D08,C_10,S0,TRANSITION,CHINEXT,74,53,14,0.581081081081081,43,0.0002604647690902338,0.0035603756253123095,19151.497830000008,0.46511627906976744,1.1434602959905762,-0.10746103404488971,0.09005947826846597,-0.06265720781130303,10.093023255813954,74,25,-31274.36293000009,0,0
D08,C_10,S0,TRANSITION,MAIN,222,109,20,0.5720720720720721,126,0.009731735288581195,0.006761996365339805,84853.36105200014,0.46825396825396826,1.2519744197057388,-0.12561974716419316,0.07690552694756511,-0.05487390116441187,10.0,222,84,-43740.93096999976,0,0
D08,C_10,S0,TRANSITION,STAR,11,11,5,0.45454545454545453,5,-0.0074713919721355925,-0.0074713919721355925,-3881.8208568000555,0.2,0.6913395135913744,-0.07667303141756251,0.06951787384273467,-0.04931294016823044,10.0,11,4,-3408.1369561000174,0,0
D08,C_10,S0_CURRENT,BEAR,CHINEXT,11,10,5,0.5454545454545454,6,-0.04328513444713988,-0.04328513444713988,-25248.928320000006,0.16666666666666666,0.15658103900920103,-0.15240835709451725,0.07085909493717617,-0.10503997850748542,10.0,11,6,-29730.34520000001,0,0
D08,C_10,S0_CURRENT,BEAR,MAIN,38,31,8,0.34210526315789475,13,0.0011185842629290795,0.000473787028557793,37.48744999995688,0.3076923076923077,1.0011463010946546,-0.07045084385552242,0.06997062727554781,-0.04568784415080191,10.0,38,13,648.5578099999402,1,0
D08,C_10,S0_CURRENT,BEAR,STAR,3,3,2,1.0,3,-0.045662171828145685,-0.045662171828145685,-13469.966920399995,0.0,0.0,-0.08137533945868596,0.025749643181010178,-0.06905339577270493,10.0,3,3,-16675.93680959998,0,0
D08,C_10,S0_CURRENT,BULL,CHINEXT,333,159,12,0.5705705705705706,190,0.006005241650932561,0.002351076004055515,26101.894184399993,0.4789473684210526,1.044144422406396,-0.12995949584967803,0.08289768679596236,-0.0648981494420074,10.021052631578947,333,75,-28387.005250000053,0,0
D08,C_10,S0_CURRENT,BULL,MAIN,721,245,16,0.5700416088765603,410,0.009413309446056155,0.007448471666695179,298380.7839300001,0.48048780487804876,1.2907867270643067,-0.10725141338839177,0.08060004633888891,-0.05389607483103319,10.002439024390243,721,173,297357.13670999993,0,0
D08,C_10,S0_CURRENT,BULL,STAR,53,36,5,0.5660377358490566,30,0.023294254178347386,0.029225297230654312,59793.03606879995,0.4666666666666667,1.8734035706091634,-0.10294902679074018,0.0994076540521304,-0.06142778937221212,10.0,53,7,-4298.8992789000295,0,0
D08,C_10,S0_CURRENT,TRANSITION,CHINEXT,71,51,12,0.6056338028169014,43,-0.00228874954439186,-0.0017944490158280006,-3136.0188740000594,0.4186046511627907,0.9767731221619778,-0.10746103404488971,0.085575127136986,-0.06114789160807038,10.0,71,24,-23084.161410000102,0,0
D08,C_10,S0_CURRENT,TRANSITION,MAIN,209,103,21,0.569377990430622,119,0.008931757725749443,0.006920744144161135,81102.63052600014,0.4789915966386555,1.2560231820236878,-0.12190204284561224,0.07531287475584303,-0.05500514111045456,10.0,209,78,-40883.089769999766,0,0
D08,C_10,S0_CURRENT,TRANSITION,STAR,11,11,5,0.45454545454545453,5,-0.0074713919721355925,-0.0074713919721355925,-3881.8208568000555,0.2,0.6913395135913744,-0.07667303141756251,0.06951787384273467,-0.04931294016823044,10.0,11,4,-3408.1369561000174,0,0
D08,C_10,S1,HIGH_IMPROVING,CHINEXT,188,83,29,0.6063829787234043,114,0.017084783636743234,0.01035722261209372,118527.05888999993,0.5175438596491229,1.3611329920809048,-0.1325445204840775,0.09026832577305169,-0.06335372625774699,10.035087719298245,188,35,74106.41781000001,0,0
D08,C_10,S1,HIGH_IMPROVING,MAIN,446,125,40,0.6121076233183856,273,-0.0028213557487846014,-0.0030125678552472518,-65241.80530599983,0.45054945054945056,0.9095569155076585,-0.10671300107880029,0.0705898465897507,-0.054798032928729125,10.003663003663004,446,89,-72275.0981099999,0,0
D08,C_10,S1,HIGH_IMPROVING,STAR,32,23,15,0.5625,18,0.052858614714036495,0.0623006282505196,67412.44553939991,0.5,3.631200727928668,-0.054569255905256936,0.12069858718260967,-0.05479423722758647,10.0,32,4,-14660.758345299997,0,0
D08,C_10,S1,HIGH_NONIMPROVING,CHINEXT,171,89,30,0.5146198830409356,88,-0.0021700688906847064,-0.003918296523953343,-49847.710259600004,0.4318181818181818,0.8296644342003116,-0.1275995397408989,0.07899719975398446,-0.06631378292658076,10.0,171,40,-93621.70220000004,0,0
D08,C_10,S1,HIGH_NONIMPROVING,MAIN,351,134,40,0.5327635327635327,186,0.029579214627156947,0.026935948988251975,478467.0567519999,0.5053763440860215,2.195786476964571,-0.08845440224283066,0.09684871290823235,-0.05206308543881519,10.0,351,97,391103.89367,0,0
D08,C_10,S1,HIGH_NONIMPROVING,STAR,25,18,10,0.52,13,-0.012996661094098937,-0.014139950162285066,-11374.257512299992,0.3076923076923077,0.7522752504344635,-0.10220109316870286,0.07126363809147761,-0.06201134313519022,10.0,25,4,1548.9808781999745,0,0
D08,C_10,S1,LOW_IMPROVING,CHINEXT,30,26,18,0.6333333333333333,19,0.007093897674042384,-0.00016136081274913344,509.9993999999715,0.5263157894736842,1.0114171399401153,-0.08435231401276463,0.0771263672680927,-0.05597242113938586,10.0,30,15,17992.303199999908,0,0
D08,C_10,S1,LOW_IMPROVING,MAIN,106,71,27,0.49056603773584906,52,-0.008166901923881371,-0.008659493484364733,-47854.6247999999,0.5,0.6890400146786901,-0.1376192549058773,0.06013757001449009,-0.05512818162470342,10.0,106,48,-73976.08834000002,0,0
D08,C_10,S1,LOW_IMPROVING,STAR,7,7,5,0.8571428571428571,6,-0.033772769576748504,-0.033772769576748504,-10355.410445900034,0.3333333333333333,0.4751245633445002,-0.14336721960822363,0.047963753763966555,-0.07511328732796398,10.0,7,6,-11271.195577500006,0,0
D08,C_10,S1,LOW_NONIMPROVING,CHINEXT,26,22,15,0.6923076923076923,18,-0.043729248805115084,-0.040167505656747336,-71472.40104,0.16666666666666666,0.2121179767727714,-0.15894608302236707,0.06376121295411219,-0.08160188397793064,10.0,26,15,-79678.53067000004,0,26
D08,C_10,S1,LOW_NONIMPROVING,MAIN,65,49,22,0.47692307692307695,31,-0.0011224409189826978,0.004717398120195131,14150.275259999995,0.4838709677419355,1.1411939521361163,-0.14541740146322452,0.08083312544468557,-0.05569942326389895,10.0,65,30,12269.897529999987,1,65
D08,C_10,S1,LOW_NONIMPROVING,STAR,3,2,2,0.3333333333333333,1,-0.032539897364641274,-0.032539897364641274,-3241.5292895999883,0.0,0.0,-0.032539897364641274,0.02028353326063259,-0.05343511450381688,10.0,3,0,0.0,0,3
D09,C_10,S0,BEAR,CHINEXT,61,48,12,0.8852459016393442,54,-0.02298556368618623,-0.02492591424506731,-127783.76153999993,0.3888888888888889,0.5227612925239167,-0.17753148420258794,0.08074372109528409,-0.09399696568580554,10.0,61,32,-100001.29537000004,0,0
D09,C_10,S0,BEAR,MAIN,219,117,14,0.8447488584474886,185,-0.006602513923262877,-0.007245897670756944,-130172.79279000017,0.41081081081081083,0.8172146472028007,-0.1601592028836016,0.08151115303321596,-0.07052961396434679,10.0,219,98,-132203.36710600008,0,0
D09,C_10,S0,BEAR,STAR,13,13,7,0.9230769230769231,12,0.010698021191065851,0.010698021191065851,12536.890798600056,0.4166666666666667,1.2851530032316911,-0.12735257156047952,0.10651781270802514,-0.08292618466611201,10.0,13,8,6002.619989800041,0,0
D09,C_10,S0,BULL,CHINEXT,139,111,14,0.8561151079136691,119,0.006594045572912269,-0.003168061297113325,-36189.9270640002,0.46218487394957986,0.9332207301291198,-0.1750863071612054,0.10198255161545844,-0.09163907780029754,10.0,139,65,-5307.81445800011,0,0
D09,C_10,S0,BULL,MAIN,494,266,18,0.854251012145749,422,-0.003761425329869596,-0.004415964847299821,-166978.8189480002,0.43838862559241704,0.9105965526332445,-0.17362837901467415,0.09109808797394263,-0.08238518129115775,10.002369668246445,494,241,-242092.63080000007,0,0
