trade_id,baseline_block,symbol,entry_year,entry_industry,canonical_exit_reason,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,normalized_excursion_order,oriented_order,mfe_at_entry,mae_at_entry,mfe_at_exit,mae_at_exit,boundary_clean,strict_interior,round_trip_return,realized_pnl,false_breakout
DEVELOPMENT_2024_2025:300072.SZ-001,DEVELOPMENT_2024_2025,300072.SZ,2025,化学制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,27,0.060439560439560301,-0.074175824175824107,12,9,0.1111111111111111,-0.1111111111111111,False,False,False,False,True,True,-0.050475269518958303,-7591.1899999999905,True
DEVELOPMENT_2024_2025:300092.SZ-001,DEVELOPMENT_2024_2025,300092.SZ,2025,专用设备,MARKET_MA20_X2,5,0.0372340425531913,-0.030395136778115402,3,4,-0.20000000000000001,0.20000000000000001,False,False,False,False,True,True,0.0048272396296709999,763.07999999998719,False
DEVELOPMENT_2024_2025:300092.SZ-002,DEVELOPMENT_2024_2025,300092.SZ,2025,专用设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.28168168168168167,-0.039039039039038902,4,22,-0.78260869565217395,0.78260869565217395,False,False,False,False,True,True,0.025152630137252201,4821.7720000000209,False
DEVELOPMENT_2024_2025:300119.SZ-001,DEVELOPMENT_2024_2025,300119.SZ,2024,动物保健Ⅱ,MARKET_MA20_X2,15,0.12409638554216861,-0.035542168674698803,2,0,0.1333333333333333,-0.1333333333333333,False,True,False,False,True,False,-0.0107499507361743,-1124.7730000000138,False
DEVELOPMENT_2024_2025:300128.SZ-001,DEVELOPMENT_2024_2025,300128.SZ,2024,电池,MARKET_MA20_X2,33,0.949438202247191,-0.0084269662921349006,15,0,0.45454545454545447,-0.45454545454545447,False,True,False,False,True,False,0.53625026658734531,51213.728000000003,False
DEVELOPMENT_2024_2025:300138.SZ-001,DEVELOPMENT_2024_2025,300138.SZ,2025,农产品加工,MARKET_MA20_X2,2,0.073887489504617904,-0.017632241813602002,1,0,0.5,-0.5,False,True,False,False,True,False,0.0088953867291398005,1304.4150000000079,False
DEVELOPMENT_2024_2025:300138.SZ-002,DEVELOPMENT_2024_2025,300138.SZ,2025,农产品加工,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,33,0.15713134568896031,-0.038678485092667102,10,1,0.27272727272727271,-0.27272727272727271,False,False,False,False,True,True,0.0615929934900772,9590.0010000000057,False
DEVELOPMENT_2024_2025:300142.SZ-001,DEVELOPMENT_2024_2025,300142.SZ,2025,生物制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,26,0.057121661721068001,-0.091988130563798204,7,24,-0.65384615384615385,0.65384615384615385,False,False,False,False,True,True,-0.0531461253701518,-9171.9799999999814,True
DEVELOPMENT_2024_2025:300171.SZ-001,DEVELOPMENT_2024_2025,300171.SZ,2025,医疗器械,MARKET_MA20_X2,14,0.16058394160583911,-0.0139902676399026,12,0,0.8571428571428571,-0.8571428571428571,False,True,False,False,True,False,0.074797677696125497,12678.305999999991,False
DEVELOPMENT_2024_2025:300182.SZ-001,DEVELOPMENT_2024_2025,300182.SZ,2024,影视院线,MARKET_MA20_X2,34,0.56666666666666665,-0.0023809523809523001,4,0,0.1176470588235294,-0.1176470588235294,False,True,False,False,True,False,0.22023205536686061,27105.710999999981,False
DEVELOPMENT_2024_2025:300195.SZ-001,DEVELOPMENT_2024_2025,300195.SZ,2025,专用设备,MARKET_MA20_X2,7,0.049943246311010103,-0.019296254256526701,5,1,0.5714285714285714,-0.5714285714285714,False,False,False,False,True,True,0.0070644452029241002,1196.1600000000035,False
DEVELOPMENT_2024_2025:300241.SZ-001,DEVELOPMENT_2024_2025,300241.SZ,2024,光学光电子,MARKET_MA20_X2,2,0.0063999999999997999,-0.095999999999999905,0,1,-0.5,0.5,True,False,False,False,False,False,-0.077047752247752302,-11616.92300000001,True
DEVELOPMENT_2024_2025:300254.SZ-001,DEVELOPMENT_2024_2025,300254.SZ,2025,化学制药,MARKET_MA20_X2,13,0.13809523809523791,-0.1114285714285714,7,12,-0.38461538461538458,0.38461538461538458,False,False,False,False,True,True,-0.0532844642362474,-8927.1389999999628,False
DEVELOPMENT_2024_2025:300259.SZ-001,DEVELOPMENT_2024_2025,300259.SZ,2025,通用设备,MARKET_MA20_X2,9,0.20535714285714271,-0.0223214285714287,0,0,0,-0,True,True,False,False,False,False,0.0272028649202706,4607.6269999999349,False
DEVELOPMENT_2024_2025:300267.SZ-001,DEVELOPMENT_2024_2025,300267.SZ,2025,化学制药,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,31,0.39193083573487031,-0.025936599423631201,9,1,0.2580645161290322,-0.2580645161290322,False,False,False,False,True,True,0.12989393547302841,21329.239000000009,False
DEVELOPMENT_2024_2025:300279.SZ-001,DEVELOPMENT_2024_2025,300279.SZ,2024,家电零部件Ⅱ,MARKET_MA20_X2,6,0.0714285714285713,-0.079514824797843497,2,5,-0.5,0.5,False,False,False,False,True,True,-0.0625237296396325,-10077.263000000006,True
DEVELOPMENT_2024_2025:300285.SZ-001,DEVELOPMENT_2024_2025,300285.SZ,2024,电子化学品Ⅱ,MARKET_MA20_X2,11,0.022596153846153801,-0.073557692307692199,2,9,-0.63636363636363635,0.63636363636363635,False,False,False,False,True,True,-0.070455855376329798,-7329.7290000000066,True
DEVELOPMENT_2024_2025:300286.SZ-001,DEVELOPMENT_2024_2025,300286.SZ,2025,电网设备,MARKET_MA20_X2,25,0.22374429223744291,-0.036986301369862903,16,2,0.56000000000000005,-0.56000000000000005,False,False,False,False,True,True,0.054413092014418102,8479.8280000000632,False
DEVELOPMENT_2024_2025:300324.SZ-001,DEVELOPMENT_2024_2025,300324.SZ,2024,计算机设备,MARKET_MA20_X2,34,0.98744769874476956,-0.0041841004184099998,25,0,0.73529411764705876,-0.73529411764705876,False,True,False,False,True,False,0.51772510961841478,49544.014999999992,False
DEVELOPMENT_2024_2025:300327.SZ-001,DEVELOPMENT_2024_2025,300327.SZ,2025,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,7,0.0022875816993463,-0.10098039215686271,0,4,-0.5714285714285714,0.5714285714285714,True,False,False,False,False,False,-0.0725233674727261,-15059.219000000012,True
DEVELOPMENT_2024_2025:300346.SZ-001,DEVELOPMENT_2024_2025,300346.SZ,2025,电子化学品Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.0043902439024388999,-0.090243902439024401,0,7,-0.875,0.875,True,False,False,False,False,False,-0.085588144798671106,-14064.200000000012,True
DEVELOPMENT_2024_2025:300348.SZ-001,DEVELOPMENT_2024_2025,300348.SZ,2024,软件开发,MARKET_MA20_X2,34,1.6347305389221556,-0.0071856287425150003,12,0,0.3529411764705882,-0.3529411764705882,False,True,False,False,True,False,0.88564609043650955,84388.956000000006,False
DEVELOPMENT_2024_2025:300357.SZ-001,DEVELOPMENT_2024_2025,300357.SZ,2024,生物制品,MARKET_MA20_X2,12,0.066538461538461602,-0.0611538461538461,0,5,-0.41666666666666657,0.41666666666666657,True,False,False,False,False,False,-0.058729735779193402,-6254.739999999998,True
DEVELOPMENT_2024_2025:300357.SZ-002,DEVELOPMENT_2024_2025,300357.SZ,2025,生物制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,47,0.4242671009771985,-0.012622149837133501,33,4,0.61702127659574457,-0.61702127659574457,False,False,False,False,True,True,0.1905215888855307,28256.096999999991,False
DEVELOPMENT_2024_2025:300371.SZ-001,DEVELOPMENT_2024_2025,300371.SZ,2025,通用设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,3,0,-0.10885733603786341,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.098345180819087802,-19043.21100000001,True
DEVELOPMENT_2024_2025:300377.SZ-001,DEVELOPMENT_2024_2025,300377.SZ,2024,软件开发,MARKET_MA20_X2,34,3.8409405255878282,-0.0179806362378978,27,1,0.76470588235294112,-0.76470588235294112,False,False,False,False,True,True,2.2669621966113853,216566.15400000001,False
DEVELOPMENT_2024_2025:300404.SZ-001,DEVELOPMENT_2024_2025,300404.SZ,2024,医疗服务,MARKET_MA20_X2,7,0.0274361400189213,-0.13907284768211911,0,6,-0.8571428571428571,0.8571428571428571,True,False,False,False,False,False,-0.1082956293221551,-18096.084000000003,True
DEVELOPMENT_2024_2025:300433.SZ-001,DEVELOPMENT_2024_2025,300433.SZ,2024,消费电子,MARKET_MA20_X2,14,0.043507817811012803,-0.0435078178110129,12,4,0.5714285714285714,-0.5714285714285714,False,False,False,False,True,True,-0.0011090623771402,-115.91300000000912,True
DEVELOPMENT_2024_2025:300437.SZ-001,DEVELOPMENT_2024_2025,300437.SZ,2025,环境治理,MARKET_MA20_X2,7,0.70874587458745875,-0.0107260726072605,2,0,0.2857142857142857,-0.2857142857142857,False,True,False,False,True,False,0.64933828547689931,109502.11500000001,False
DEVELOPMENT_2024_2025:300440.SZ-001,DEVELOPMENT_2024_2025,300440.SZ,2025,IT服务Ⅱ,MARKET_MA20_X2,4,0.020754716981132001,-0.037735849056603703,3,0,0.75,-0.75,False,True,False,False,True,False,-0.0283022805573853,-4384.4410000000171,True
DEVELOPMENT_2024_2025:300442.SZ-001,DEVELOPMENT_2024_2025,300442.SZ,2024,通信服务,MARKET_MA20_X2,34,0.54148296593186385,0,4,0,0.1176470588235294,-0.1176470588235294,False,True,False,False,True,False,0.2061023764059581,24940.632000000001,False
DEVELOPMENT_2024_2025:300452.SZ-001,DEVELOPMENT_2024_2025,300452.SZ,2025,化学制药,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.0061162079510703,-0.050458715596330202,4,8,-0.44444444444444442,0.44444444444444442,False,False,False,False,True,True,-0.039317134902879601,-6274.9139999999898,True
DEVELOPMENT_2024_2025:300457.SZ-001,DEVELOPMENT_2024_2025,300457.SZ,2025,电池,MARKET_MA20_X2,27,0.64404662781015842,-0.0045795170691089,21,0,0.77777777777777768,-0.77777777777777768,False,True,False,False,True,False,0.2369789535163622,42546.338000000018,False
DEVELOPMENT_2024_2025:300459.SZ-001,DEVELOPMENT_2024_2025,300459.SZ,2024,游戏Ⅱ,MARKET_MA20_X2,33,0.69589041095890425,-0.0054794520547944,27,0,0.81818181818181823,-0.81818181818181823,False,True,False,False,True,False,0.25154392397363412,30001.429999999975,False
DEVELOPMENT_2024_2025:300479.SZ-001,DEVELOPMENT_2024_2025,300479.SZ,2024,计算机设备,MARKET_MA20_X2,6,0.0506625097427904,-0.19290724863600911,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.17157277640520041,-27323.151999999998,True
DEVELOPMENT_2024_2025:300479.SZ-002,DEVELOPMENT_2024_2025,300479.SZ,2025,计算机设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,22,0.069270106927010397,-0.0306834030683402,2,22,-0.90909090909090895,0.90909090909090895,False,False,False,True,False,False,-0.0328184713617184,-4806.0779999999795,True
DEVELOPMENT_2024_2025:300487.SZ-001,DEVELOPMENT_2024_2025,300487.SZ,2024,塑料,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,21,0.55084359325125376,-0.0045599635202918003,4,0,0.19047619047619041,-0.19047619047619041,False,True,False,False,True,False,0.10813263344043091,9969.6239999999962,False
DEVELOPMENT_2024_2025:300490.SZ-001,DEVELOPMENT_2024_2025,300490.SZ,2025,电网设备,MARKET_MA20_X2,7,0.34774609015639368,-0.0147194112235509,6,0,0.8571428571428571,-0.8571428571428571,False,True,False,False,True,False,0.26863354370254061,47352.059999999954,False
DEVELOPMENT_2024_2025:300494.SZ-001,DEVELOPMENT_2024_2025,300494.SZ,2025,游戏Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,3,0.0031826861871416001,-0.1215786123488222,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.1013617203480851,-17353.027999999991,True
DEVELOPMENT_2024_2025:300497.SZ-001,DEVELOPMENT_2024_2025,300497.SZ,2025,化学制药,MARKET_MA20_X2,7,1.0079858030168587,-0.0141969831410825,6,0,0.8571428571428571,-0.8571428571428571,False,True,False,False,True,False,0.78081811710915505,129486.71399999998,False
DEVELOPMENT_2024_2025:300522.SZ-001,DEVELOPMENT_2024_2025,300522.SZ,2025,化学制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.021231422505307702,-0.074309978768577506,0,8,-0.88888888888888884,0.88888888888888884,True,False,False,False,False,False,-0.061061173339934001,-10056.318999999959,True
DEVELOPMENT_2024_2025:300551.SZ-001,DEVELOPMENT_2024_2025,300551.SZ,2025,计算机设备,MARKET_MA20_X2,10,0.050670640834575002,-0.1184798807749627,2,9,-0.69999999999999984,0.69999999999999984,False,False,False,False,True,True,-0.11063501809298611,-20808.332999999984,True
DEVELOPMENT_2024_2025:300576.SZ-001,DEVELOPMENT_2024_2025,300576.SZ,2025,电子化学品Ⅱ,MARKET_MA20_X2,2,0.1019719771665801,-0.0108977685521535,1,1,0,-0,False,False,False,False,True,True,0.055489399028579002,10703.5,False
DEVELOPMENT_2024_2025:300595.SZ-001,DEVELOPMENT_2024_2025,300595.SZ,2025,医疗器械,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,27,0.1345826235093695,-0.0051107325383304,18,0,0.66666666666666663,-0.66666666666666663,False,True,False,False,True,False,0.023324446941777901,3414.7749999999746,False
DEVELOPMENT_2024_2025:300627.SZ-001,DEVELOPMENT_2024_2025,300627.SZ,2025,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,16,0.0266285211267605,-0.1047535211267604,11,15,-0.25,0.25,False,False,False,False,True,True,-0.0977076626610454,-15913.813999999978,True
DEVELOPMENT_2024_2025:300627.SZ-002,DEVELOPMENT_2024_2025,300627.SZ,2025,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,51,0.155151876116736,-0.0092316855270991004,47,0,0.92156862745098045,-0.92156862745098045,False,True,False,False,True,False,0.041020878268655102,6825.3909999999723,False
DEVELOPMENT_2024_2025:300632.SZ-001,DEVELOPMENT_2024_2025,300632.SZ,2024,光学光电子,MARKET_MA20_X2,7,0.065688329839273099,-0.16911250873515021,0,6,-0.8571428571428571,0.8571428571428571,True,False,False,False,False,False,-0.13590183401504141,-22387.049999999988,True
DEVELOPMENT_2024_2025:300635.SZ-001,DEVELOPMENT_2024_2025,300635.SZ,2024,工程咨询服务Ⅱ,MARKET_MA20_X2,8,0.059870550161812301,-0.1035598705501618,1,7,-0.75,0.75,False,False,False,False,True,True,-0.0821581134497643,-13821.629000000021,True
DEVELOPMENT_2024_2025:300670.SZ-001,DEVELOPMENT_2024_2025,300670.SZ,2025,电网设备,MARKET_MA20_X2,4,0.1088201603665519,-0.058419243986254303,3,2,0.25,-0.25,False,False,False,False,True,True,0.026194999663768401,4669.7849999999753,False
DEVELOPMENT_2024_2025:300679.SZ-001,DEVELOPMENT_2024_2025,300679.SZ,2024,消费电子,MARKET_MA20_X2,17,0.061627906976744203,-0.068837209302325605,2,16,-0.82352941176470584,0.82352941176470584,False,False,False,False,True,True,-0.062950009791542999,-6495.8799999999901,True
DEVELOPMENT_2024_2025:300702.SZ-001,DEVELOPMENT_2024_2025,300702.SZ,2025,化学制药,MARKET_MA20_X2,20,0.052434456928839003,-0.040730337078651702,2,0,0.10000000000000001,-0.10000000000000001,False,True,False,False,True,False,0.018718028292328,2841.5400000000045,False
DEVELOPMENT_2024_2025:300710.SZ-001,DEVELOPMENT_2024_2025,300710.SZ,2025,通信设备,MARKET_MA20_X2,10,0.087042142575817202,-0.061047656557699802,4,1,0.29999999999999988,-0.29999999999999988,False,False,False,False,True,True,-0.0045255118102723001,-781.6670000000114,True
DEVELOPMENT_2024_2025:300733.SZ-001,DEVELOPMENT_2024_2025,300733.SZ,2024,汽车零部件,MARKET_MA20_X2,2,0.0077220077220079,-0.0532818532818531,0,1,-0.5,0.5,True,False,False,False,False,False,-0.035906950192664502,-5399.3360000000102,True
DEVELOPMENT_2024_2025:300733.SZ-002,DEVELOPMENT_2024_2025,300733.SZ,2025,汽车零部件,MARKET_MA20_X2,32,0.27027027027027012,-0.021621621621621501,29,4,0.78125,-0.78125,False,False,False,False,True,True,0.14972678078374291,23151.574000000015,False
DEVELOPMENT_2024_2025:300748.SZ-001,DEVELOPMENT_2024_2025,300748.SZ,2025,金属新材料,MARKET_MA20_X2,7,0.058994599085999001,-0.0822600747818861,0,7,-1,1,True,False,False,True,False,False,-0.086548597910615602,-13381.837999999989,True
DEVELOPMENT_2024_2025:300758.SZ-001,DEVELOPMENT_2024_2025,300758.SZ,2025,化学制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.050240880935994402,-0.13007570543702671,1,8,-0.77777777777777768,0.77777777777777768,False,False,False,False,True,True,-0.1182310115298212,-18374.429999999993,True
DEVELOPMENT_2024_2025:300760.SZ-001,DEVELOPMENT_2024_2025,300760.SZ,2024,医疗器械,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.0073505283192229001,-0.051223994224584901,2,4,-0.25,0.25,False,False,False,False,True,True,-0.0501722140824329,-4591.431000000026,True
DEVELOPMENT_2024_2025:300763.SZ-001,DEVELOPMENT_2024_2025,300763.SZ,2025,光伏设备,MARKET_MA20_X2,26,0.47373081463990552,-0.0134297520661158,22,0,0.84615384615384615,-0.84615384615384615,False,True,False,False,True,False,0.18944772759707831,30839.556000000011,False
DEVELOPMENT_2024_2025:300770.SZ-001,DEVELOPMENT_2024_2025,300770.SZ,2024,电视广播Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,5,0.014047619047619,-0.10690476190476191,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.1053624946482089,-10631.160000000003,True
DEVELOPMENT_2024_2025:300770.SZ-002,DEVELOPMENT_2024_2025,300770.SZ,2025,电视广播Ⅱ,MARKET_MA20_X2,9,0.0757649344341913,-0.051724137931034503,0,9,-1,1,True,False,False,True,False,False,-0.054196087595230702,-8270.9439999999886,True
DEVELOPMENT_2024_2025:300775.SZ-001,DEVELOPMENT_2024_2025,300775.SZ,2024,航空装备Ⅱ,MARKET_MA20_X2,11,0.089393939393939401,-0.092424242424242298,6,4,0.1818181818181818,-0.1818181818181818,False,False,False,False,True,True,-0.052310593244159202,-5523.6580000000076,True
DEVELOPMENT_2024_2025:300779.SZ-001,DEVELOPMENT_2024_2025,300779.SZ,2025,环境治理,MARKET_MA20_X2,28,0.53959183673469391,-0.0101020408163264,27,0,0.96428571428571441,-0.96428571428571441,False,True,False,False,True,False,0.4532266916756712,66690.947999999989,False
DEVELOPMENT_2024_2025:300788.SZ-001,DEVELOPMENT_2024_2025,300788.SZ,2025,出版,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,11,0.063432835820895303,-0.10714285714285721,1,9,-0.72727272727272718,0.72727272727272718,False,False,False,False,True,True,-0.095126661511738805,-15600.375999999987,True
DEVELOPMENT_2024_2025:300790.SZ-001,DEVELOPMENT_2024_2025,300790.SZ,2024,计算机设备,MARKET_MA20_X2,7,0.056133056133056101,-0.070686070686070607,3,5,-0.2857142857142857,0.2857142857142857,False,False,False,False,True,True,-0.0384488273955561,-6365.7570000000123,True
DEVELOPMENT_2024_2025:300796.SZ-001,DEVELOPMENT_2024_2025,300796.SZ,2024,农化制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,6,0.0099415204678361003,-0.13450292397660821,0,4,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.116175349395145,-13349.453000000009,True
DEVELOPMENT_2024_2025:300801.SZ-001,DEVELOPMENT_2024_2025,300801.SZ,2025,化学制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.36786654960491638,-0.0254609306409131,1,0,0.043478260869565202,-0.043478260869565202,False,True,False,False,True,False,0.0245211214624186,4022.8590000000186,False
DEVELOPMENT_2024_2025:300803.SZ-001,DEVELOPMENT_2024_2025,300803.SZ,2024,软件开发,MARKET_MA20_X2,34,1.6570212765957444,-0.0636170212765957,26,1,0.73529411764705876,-0.73529411764705876,False,False,False,False,True,True,0.95634009985871238,94276.467999999993,False
DEVELOPMENT_2024_2025:300827.SZ-001,DEVELOPMENT_2024_2025,300827.SZ,2025,光伏设备,MARKET_MA20_X2,23,0.23645161290322561,-0.0322580645161289,3,21,-0.78260869565217395,0.78260869565217395,False,False,False,False,True,True,0.027804414703237301,5020.8210000000126,False
DEVELOPMENT_2024_2025:300863.SZ-001,DEVELOPMENT_2024_2025,300863.SZ,2025,汽车零部件,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,17,0.12392179413456,-0.0034502587694077002,5,0,0.29411764705882348,-0.29411764705882348,False,True,False,False,True,False,0.0074712521521032001,1066.4510000000007,False
DEVELOPMENT_2024_2025:300910.SZ-001,DEVELOPMENT_2024_2025,300910.SZ,2025,化学制品,MARKET_MA20_X2,36,0.1612038754895897,-0.041228612657183999,35,4,0.86111111111111105,-0.86111111111111105,False,False,False,False,True,True,0.13387577570596271,20133.073999999982,False
DEVELOPMENT_2024_2025:300919.SZ-001,DEVELOPMENT_2024_2025,300919.SZ,2024,电池,MARKET_MA20_X2,12,0.060377358490565899,-0.0254716981132075,5,9,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,-0.0164972763085969,-1575.4139999999898,True
DEVELOPMENT_2024_2025:300938.SZ-001,DEVELOPMENT_2024_2025,300938.SZ,2025,专业服务,MARKET_MA20_X2,13,0.17544496912459101,-0.0108972030512167,12,2,0.76923076923076916,-0.76923076923076916,False,False,False,False,True,True,0.15360835805980691,26245.015000000018,False
DEVELOPMENT_2024_2025:300945.SZ-001,DEVELOPMENT_2024_2025,300945.SZ,2024,饰品,MARKET_MA20_X2,12,0.0435403283369021,-0.17130620985010711,0,11,-0.91666666666666663,0.91666666666666663,True,False,False,False,False,False,-0.15764819969007871,-29089.929999999986,True
DEVELOPMENT_2024_2025:300947.SZ-001,DEVELOPMENT_2024_2025,300947.SZ,2025,一般零售,MARKET_MA20_X2,5,0.0043041606886655998,-0.1233859397417504,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.1003186196873426,-15538.223999999987,True
DEVELOPMENT_2024_2025:300971.SZ-001,DEVELOPMENT_2024_2025,300971.SZ,2024,专用设备,MARKET_MA20_X2,9,0.0067453625632376999,-0.099494097807757101,6,8,-0.22222222222222221,0.22222222222222221,False,False,False,False,True,True,-0.10057463697852891,-16710.575000000012,True
DEVELOPMENT_2024_2025:300987.SZ-001,DEVELOPMENT_2024_2025,300987.SZ,2025,数字媒体,MARKET_MA20_X2,6,0.089959109495683504,-0.16219900045433891,0,6,-1,1,True,False,False,True,False,False,-0.1588342614720761,-26436.418000000005,True
DEVELOPMENT_2024_2025:301048.SZ-001,DEVELOPMENT_2024_2025,301048.SZ,2025,轨交设备Ⅱ,MARKET_MA20_X2,8,0.025664527956003599,-0.067827681026581002,0,8,-1,1,True,False,False,True,False,False,-0.065544633435917404,-10500.909000000012,True
DEVELOPMENT_2024_2025:301048.SZ-002,DEVELOPMENT_2024_2025,301048.SZ,2025,轨交设备Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,18,0.13207547169811301,-0.1684136967155834,0,13,-0.72222222222222221,0.72222222222222221,True,False,False,False,False,False,-0.13520894689725871,-24949.071000000025,False
DEVELOPMENT_2024_2025:301052.SZ-001,DEVELOPMENT_2024_2025,301052.SZ,2025,出版,MARKET_MA20_X2,8,0.095789214479192197,-0.0519576459000246,1,7,-0.75,0.75,False,False,False,False,True,True,-0.041564197929625103,-6251.5570000000007,True
DEVELOPMENT_2024_2025:301083.SZ-001,DEVELOPMENT_2024_2025,301083.SZ,2025,专用设备,MARKET_MA20_X2,8,0.1366594360086768,-0.0130151843817788,3,0,0.375,-0.375,False,True,False,False,True,False,0.094142151381549605,15813.226999999992,False
DEVELOPMENT_2024_2025:301093.SZ-001,DEVELOPMENT_2024_2025,301093.SZ,2025,医疗器械,MARKET_MA20_X2,75,0.80722891566265065,-0.054216867469879602,67,2,0.8666666666666667,-0.8666666666666667,False,False,False,False,True,True,0.4026989734923595,70089.303299999985,False
